id_businessunit,id_linea,id_pedido,sku_solicitado,sku_solicitado_hash,nombre_sku_solicitado,sku_solicitado_cambio,sku_solicitado_cambio_hash,nombre_sku_solicitado_cambio
1,4652883,9036330000000000000,3182,1420000000000000000,Monster Energy Original,3084,1770000000000000000,"Monster Energy Original, Lata 473 ml, 2 Piezas"
1,20368459,9005960000000000000,1172,1520000000000000000,Coca - Cola,180,7100000000000000000,"Coca - Cola, Botella Pet 1.25 L, 12 Piezas"
1,23619431,8919640000000000000,152,9100000000000000000,Fresca Toronja,554,2470000000000000000,"Fresca Toronja, Botella Pet 600 ml, 4 Piezas"
1,8171841,9043250000000000000,996,3850000000000000000,Santa Clara Leche Deslactosada Semi,994,1020000000000000000,"Santa Clara Leche Entera, Tetra Pack 1.00 L, 6 Piezas"
1,5914210,8938930000000000000,462,3080000000000000000,Powerade Moras,1529,7690000000000000000,"Powerade Uva, Botella Pet 1.00 L, 6 Piezas"
1,6815715,8980590000000000000,802,8360000000000000000,Coca - Cola Light,176,9090000000000000000,"Coca - Cola Light, Botella Pet 1.00 L, 12 Piezas"
1,6854922,9182910000000000000,2290,8570000000000000000,Pulpy,2817,4550000000000000000,"Pulpy, Paquete Surtido Botella Pet 400 ml, 6 Piezas"
1,11426503,9022550000000000000,3385,2520000000000000000,Coca - Cola Zero,802,8360000000000000000,"Coca - Cola Light, Botella Pet 600 ml, 12 Piezas"
1,102773,9160250000000000000,2,6270000000000000000,Coca - Cola,3599,1990000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 1.50 L, 8 Piezas"
1,19182039,9096140000000000000,254,8510000000000000000,Coca - Cola,1405,5540000000000000000,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
1,20544513,8843830000000000000,506,576000000000000000,Coca - Cola,211,7850000000000000000,"Coca - Cola Zero, Botella Pet 2.00 L, 8 Piezas"
1,13343445,9022430000000000000,6,7030000000000000000,Coca - Cola,580,1910000000000000000,"Coca - Cola Zero, Botella Pet 355 ml, 24 Piezas"
1,9005701,8953400000000000000,2290,8570000000000000000,Pulpy,2817,4550000000000000000,"Pulpy, Paquete Surtido Botella Pet 400 ml, 6 Piezas"
1,13926799,9109800000000000000,1828,1520000000000000000,Del Valle Reserva Arándano,1852,3020000000000000000,"Del Valle Naranja, Botella Pet 300 ml, 6 Piezas"
1,5893586,9102920000000000000,77,3170000000000000000,Coca - Cola,2783,3230000000000000000,"Coca - Cola Zero, Botella Vidrio 500 ml, 12 Piezas"
1,10992696,9119590000000000000,3274,7350000000000000000,Coca - Cola,3601,70000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 2.00 L, 8 Piezas"
1,12301586,9151600000000000000,2678,4720000000000000000,Coca - Cola Zero,3595,5690000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 600 ml, 12 Piezas"
1,19149130,9210660000000000000,1399,9160000000000000000,Fresca Toronja,2268,4840000000000000000,"Fresca Toronja, Botella Pet 1.50 L, 12 Piezas"
1,23921369,9160550000000000000,75,3430000000000000000,Ciel Agua Purificada,2365,1690000000000000000,"Ciel Exprim Limón, Botella Pet 600 ml, 12 Piezas"
1,13162382,9093470000000000000,653,8340000000000000000,Fuze Tea Durazno,733,942000000000000000,"Fuze Tea Limón, Botella Pet 600 ml, 6 Piezas"
1,22995234,9057180000000000000,3136,1610000000000000000,Coca - Cola,3968,4520000000000000000,"Coca Cola Cherry, Botella Pet 600 ml, 12 Piezas"
1,21563575,8935620000000000000,219,4490000000000000000,Powerade Moras,495,5740000000000000000,"Powerade Citrus Limón, Botella Pet 1.00 L, 6 Piezas"
1,23814669,8867940000000000000,406,279000000000000000,Coca - Cola,2392,4910000000000000000,"Coca - Cola Light, Botella Pet 1.50 L, 6 Piezas"
1,2999469,8943200000000000000,3898,8130000000000000000,Coca - Cola,2108,4950000000000000000,"Coca - Cola, Botella Vidrio 237 ml, 12 Piezas"
1,13811810,8965900000000000000,2783,3230000000000000000,Coca - Cola Zero,3968,4520000000000000000,"Coca Cola Cherry, Botella Pet 600 ml, 12 Piezas"
1,21919824,8978900000000000000,58,6660000000000000000,Coca - Cola,3003,4680000000000000000,"Coca - Cola Zero, Botella Vidrio 235 ml, 24 Piezas"
1,2256749,8835960000000000000,254,8510000000000000000,Coca - Cola,1405,5540000000000000000,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
1,10921660,9200360000000000000,99,6140000000000000000,Coca - Cola,2819,2320000000000000000,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,19243111,9118170000000000000,2,6270000000000000000,Coca - Cola,3599,1990000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 1.50 L, 8 Piezas"
1,19346717,8977030000000000000,99,6140000000000000000,Coca - Cola,2819,2320000000000000000,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,1706386,9155910000000000000,1211,3350000000000000000,Fanta Naranja,1275,8940000000000000000,"Fanta Naranja, Botella Pet 500 ml, 12 Piezas"
1,12330187,8935620000000000000,310,2520000000000000000,Coca - Cola,3402,1090000000000000000,"Coca - Cola, Botella Pet 2.00 L Retornable, 8 Piezas"
1,1024602,9106610000000000000,419,5350000000000000000,Del Valle Mango,1025,2540000000000000000,"Del Valle Mandarina, Botella Vidrio 413 ml, 6 Piezas"
1,93221,9106580000000000000,679,4450000000000000000,Fuze Tea Limón,2929,2820000000000000000,"Fuze Tea Lichi, Botella Pet 600 ml, 6 Piezas"
1,14884007,9047460000000000000,506,576000000000000000,Coca - Cola,211,7850000000000000000,"Coca - Cola Zero, Botella Pet 2.00 L, 8 Piezas"
1,22275562,9216140000000000000,2,6270000000000000000,Coca - Cola,3599,1990000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 1.50 L, 8 Piezas"
1,8512042,9038670000000000000,565,2220000000000000000,Sprite Lima Limón,3110,10800000000000000,"Sprite Sin Azúcar Lima Limón, Botella Pet 600 ml, 6 Piezas"
1,5619098,9153540000000000000,3136,1610000000000000000,Coca - Cola,3968,4520000000000000000,"Coca Cola Cherry, Botella Pet 600 ml, 12 Piezas"
1,2000142,8998130000000000000,814,2360000000000000000,Fresca Toronja,1363,4730000000000000000,"Fresca Zero Toronja, Botella Pet 600 ml, 12 Piezas"
1,1611105,9045370000000000000,653,8340000000000000000,Fuze Tea Durazno,733,942000000000000000,"Fuze Tea Limón, Botella Pet 600 ml, 6 Piezas"
1,4442286,8952130000000000000,820,990000000000000000,Valle Frut Citrus Punch,1867,2990000000000000000,"Valle Frut Limón, Botella Pet 1.50 L, 6 Piezas"
1,22714115,9122780000000000000,77,3170000000000000000,Coca - Cola,2783,3230000000000000000,"Coca - Cola Zero, Botella Vidrio 500 ml, 12 Piezas"
1,14691685,8862800000000000000,500,4180000000000000000,Del Valle Manzana,386,8800000000000000000,"Del Valle Mango, Tetra Pack 200 ml, 4 Piezas"
1,18754217,9015110000000000000,104,8840000000000000000,Sidral Mundet Manzana,3515,808000000000000000,"Sidral Mundet Sangría Sin Azúcar, Botella Pet 600 ml, 6 Piezas"
1,2394408,8928590000000000000,565,2220000000000000000,Sprite Lima Limón,3110,10800000000000000,"Sprite Sin Azúcar Lima Limón, Botella Pet 600 ml, 6 Piezas"
1,17413383,8844010000000000000,180,7100000000000000000,Coca - Cola,39,275000000000000000,"Coca - Cola Light, Botella Pet 1.00 L, 12 Piezas"
1,23816005,9094250000000000000,59,8100000000000000000,Coca - Cola,2490,3870000000000000000,"Coca - Cola, Lata 235 ml, 24 Piezas"
1,6912341,8906600000000000000,2,6270000000000000000,Coca - Cola,3599,1990000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 1.50 L, 8 Piezas"
1,11009638,8912800000000000000,3898,8130000000000000000,Coca - Cola,2108,4950000000000000000,"Coca - Cola, Botella Vidrio 237 ml, 12 Piezas"
1,873109,8895660000000000000,99,6140000000000000000,Coca - Cola,2819,2320000000000000000,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,674669,9045820000000000000,3271,8680000000000000000,Ciel Agua Purificada,114,6080000000000000000,"Ciel Saborizada Limón, Botella Pet 600 ml, 12 Piezas"
1,14371595,9042990000000000000,1152,4010000000000000000,Topo Chico Agua Mineral,4153,9100000000000000000,"Topo Chico Agua Mineral, Botella Vidrio 355 ml, 12 Piezas"
1,11307871,9207080000000000000,8,7510000000000000000,Coca - Cola,173,858000000000000000,"Coca - Cola Light Sin Cafeína, Botella Pet 600 ml, 24 Piezas"
1,4498669,9044380000000000000,406,279000000000000000,Coca - Cola,2392,4910000000000000000,"Coca - Cola Light, Botella Pet 1.50 L, 6 Piezas"
1,1435058,8938050000000000000,1816,7790000000000000000,Valle Frut Citrus Punch,821,5080000000000000000,"Valle Frut Manzana, Botella Pet 600 ml, 12 Piezas"
1,22739820,8927310000000000000,814,2360000000000000000,Fresca Toronja,1363,4730000000000000000,"Fresca Zero Toronja, Botella Pet 600 ml, 12 Piezas"
1,11578268,8890760000000000000,3992,8210000000000000000,Del Valle Manzana,394,340000000000000000,"Del Valle Piña, Lata 335 ml, 6 Piezas"
1,18220917,9169310000000000000,419,5350000000000000000,Del Valle Mango,1025,2540000000000000000,"Del Valle Mandarina, Botella Vidrio 413 ml, 6 Piezas"
1,2508163,8888060000000000000,499,4800000000000000000,Del Valle Durazno,389,329000000000000000,"Del Valle Néctar Manzana, Tetra Pack 200 ml, 4 Piezas"
1,15978609,8961850000000000000,99,6140000000000000000,Coca - Cola,2819,2320000000000000000,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,7521704,9046080000000000000,219,4490000000000000000,Powerade Moras,495,5740000000000000000,"Powerade Citrus Limón, Botella Pet 1.00 L, 6 Piezas"
1,7430404,9203730000000000000,254,8510000000000000000,Coca - Cola,1405,5540000000000000000,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
1,19341274,8941370000000000000,2574,1890000000000000000,Coca - Cola Zero,3601,70000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 2.00 L, 8 Piezas"
1,1090413,9032770000000000000,3734,546000000000000000,Santa Clara Leche Fresa,2895,7800000000000000000,"Santa Clara Leche Cajeta, Tetra Pack 200 ml, 4 Piezas"
1,12508441,9196660000000000000,47,6160000000000000000,Ciel Agua Purificada,2364,4090000000000000000,"Ciel Exprim Jamaica, Botella Pet 600 ml, 12 Piezas"
1,15401911,8905750000000000000,2,6270000000000000000,Coca - Cola,3599,1990000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 1.50 L, 8 Piezas"
1,10019503,9104030000000000000,803,3940000000000000000,Del Valle Durazno,3631,7350000000000000000,"Del Valle Fizz Limón, Botella Pet 600 ml, 6 Piezas"
1,6082437,9039870000000000000,1760,3120000000000000000,Coca - Cola,2860,1110000000000000000,"Coca - Cola Zero, Lata 473 ml, 24 Piezas"
1,4345632,9106720000000000000,99,6140000000000000000,Coca - Cola,2819,2320000000000000000,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,6069798,8965610000000000000,3898,8130000000000000000,Coca - Cola,2108,4950000000000000000,"Coca - Cola, Botella Vidrio 237 ml, 12 Piezas"
1,15672815,8880950000000000000,254,8510000000000000000,Coca - Cola,1405,5540000000000000000,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
1,12310478,8875670000000000000,1177,3420000000000000000,Topo Chico Agua Mineral,1353,3970000000000000000,"Topo Chico Sangría Light, Botella Pet 600 ml, 6 Piezas"
1,13072126,9036200000000000000,2783,3230000000000000000,Coca - Cola Zero,3968,4520000000000000000,"Coca Cola Cherry, Botella Pet 600 ml, 12 Piezas"
1,21911816,9070430000000000000,99,6140000000000000000,Coca - Cola,2819,2320000000000000000,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,22119298,9167760000000000000,3290,6930000000000000000,Fresca Toronja,3663,4700000000000000000,"Fresca Fusión, Botella Pet 2.00 L, 4 Piezas"
1,9703882,8987970000000000000,59,8100000000000000000,Coca - Cola,2490,3870000000000000000,"Coca - Cola, Lata 235 ml, 24 Piezas"
1,16070217,8831840000000000000,2576,838000000000000000,Coca - Cola Zero,72,5500000000000000000,"Coca - Cola Light, Botella Pet 2.00 L, 8 Piezas"
1,6383635,8984230000000000000,3204,2420000000000000000,Del Valle Piña,736,95100000000000000,"Del Valle Reserva Acaí, Botella Pet 300 ml, 6 Piezas"
1,6106688,8861760000000000000,59,8100000000000000000,Coca - Cola,2490,3870000000000000000,"Coca - Cola, Lata 235 ml, 24 Piezas"
1,15326289,8839210000000000000,3630,4320000000000000000,Del Valle Fizz Limón,4114,7910000000000000000,"Del Valle Fizz Limón, Botella Pet 600 ml, 12 Piezas"
1,3801037,9043570000000000000,406,279000000000000000,Coca - Cola,2392,4910000000000000000,"Coca - Cola Light, Botella Pet 1.50 L, 6 Piezas"
1,17304053,8999140000000000000,2715,8080000000000000000,Ades Frutal Manzana,2716,3480000000000000000,"Ades Frutal Naranja, Tetra Pack 946 ml, 3 Piezas"
1,8922194,9116940000000000000,443,2100000000000000000,Valle Frut Citrus Punch,782,8900000000000000000,"Valle Frut Citrus Punch, Botella Pet 500 ml, 12 Piezas"
1,19996622,9009230000000000000,506,576000000000000000,Coca - Cola,211,7850000000000000000,"Coca - Cola Zero, Botella Pet 2.00 L, 8 Piezas"
1,17523398,8847420000000000000,462,3080000000000000000,Powerade Moras,1529,7690000000000000000,"Powerade Uva, Botella Pet 1.00 L, 6 Piezas"
1,7387540,8910610000000000000,811,9030000000000000000,Fanta Naranja,1408,243000000000000000,"Fanta Naranja, Botella Pet 400 ml, 12 Piezas"
1,2564682,9182090000000000000,375,8050000000000000000,Del Valle Mango,3253,7670000000000000000,"Del Valle Surtida, Botella Pet 1.00 L, 6 Piezas"
1,8850441,8919510000000000000,545,177000000000000000,Sprite Lima Limón,1954,7950000000000000000,"Sprite Lima Limón, Botella Pet 2.00 L, 6 Piezas"
1,15841467,8876770000000000000,2874,4290000000000000000,Del Valle Mango,380,389000000000000000,"Del Valle Durazno, Botella Vidrio 250 ml, 6 Piezas"
1,20279666,9001180000000000000,3184,4140000000000000000,Predator Energy Original,4076,2400000000000000000,"PREDATOR ENERGY WILD BERRY, Lata 473 ml, 6 Piezas"
1,13656402,9004740000000000000,376,6630000000000000000,Del Valle Durazno,2947,6560000000000000000,"Del Valle y Nada Limón Pepino, Botella Pet 600 ml, 6 Piezas"
1,7274229,8875360000000000000,2574,1890000000000000000,Coca - Cola Zero,3601,70000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 2.00 L, 8 Piezas"
1,350829,8867410000000000000,2290,8570000000000000000,Pulpy,2817,4550000000000000000,"Pulpy, Paquete Surtido Botella Pet 400 ml, 6 Piezas"
1,20739590,9166640000000000000,2577,2370000000000000000,Coca - Cola Zero,1405,5540000000000000000,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
1,12395841,8959770000000000000,653,8340000000000000000,Fuze Tea Durazno,733,942000000000000000,"Fuze Tea Limón, Botella Pet 600 ml, 6 Piezas"
1,6987905,9130920000000000000,799,8610000000000000000,Coca - Cola,2583,7070000000000000000,"Coca - Cola Zero, Botella Pet 355 ml, 12 Piezas"
1,578771,8848180000000000000,58,6660000000000000000,Coca - Cola,3003,4680000000000000000,"Coca - Cola Zero, Botella Vidrio 235 ml, 24 Piezas"
1,9978467,9021460000000000000,177,4710000000000000000,Coca - Cola,1679,6480000000000000000,"Coca - Cola Life, Botella Pet 2.00 L, 8 Piezas"
1,10877339,8995240000000000000,219,4490000000000000000,Powerade Moras,495,5740000000000000000,"Powerade Citrus Limón, Botella Pet 1.00 L, 6 Piezas"
1,18040439,9165250000000000000,3986,5860000000000000000,Coca - Cola,13,2840000000000000000,"Coca - Cola Light, Botella Vidrio 500 ml, 24 Piezas"
1,5072793,9055560000000000000,2574,1890000000000000000,Coca - Cola Zero,3601,70000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 2.00 L, 8 Piezas"
1,2886093,9183620000000000000,802,8360000000000000000,Coca - Cola Light,176,9090000000000000000,"Coca - Cola Light, Botella Pet 1.00 L, 12 Piezas"
1,16351324,9215630000000000000,3734,546000000000000000,Santa Clara Leche Fresa,2895,7800000000000000000,"Santa Clara Leche Cajeta, Tetra Pack 200 ml, 4 Piezas"
1,9648515,9022690000000000000,310,2520000000000000000,Coca - Cola,3402,1090000000000000000,"Coca - Cola, Botella Pet 2.00 L Retornable, 8 Piezas"
1,3573608,9152460000000000000,8,7510000000000000000,Coca - Cola,173,858000000000000000,"Coca - Cola Light Sin Cafeína, Botella Pet 600 ml, 24 Piezas"
1,7392901,9173100000000000000,310,2520000000000000000,Coca - Cola,3402,1090000000000000000,"Coca - Cola, Botella Pet 2.00 L Retornable, 8 Piezas"
1,20675242,8938320000000000000,3735,3120000000000000000,Santa Clara Leche Cappuccino,1916,1870000000000000000,"Santa Clara Leche Entera, Tetra Pack 1.00 L, 4 Piezas"
1,4826771,9062030000000000000,6,7030000000000000000,Coca - Cola,580,1910000000000000000,"Coca - Cola Zero, Botella Pet 355 ml, 24 Piezas"
1,2865616,8902300000000000000,177,4710000000000000000,Coca - Cola,1679,6480000000000000000,"Coca - Cola Life, Botella Pet 2.00 L, 8 Piezas"
1,7758465,9021230000000000000,3986,5860000000000000000,Coca - Cola,13,2840000000000000000,"Coca - Cola Light, Botella Vidrio 500 ml, 24 Piezas"
1,8260227,9125810000000000000,411,1760000000000000000,Del Valle Guayaba,2862,2520000000000000000,"Del Valle y Nada Coco, Botella Pet 600 ml, 6 Piezas"
1,21217579,8898410000000000000,811,9030000000000000000,Fanta Naranja,1408,243000000000000000,"Fanta Naranja, Botella Pet 400 ml, 12 Piezas"
1,21461135,9089470000000000000,3385,2520000000000000000,Coca - Cola Zero,802,8360000000000000000,"Coca - Cola Light, Botella Pet 600 ml, 12 Piezas"
1,16606264,9010200000000000000,3991,1590000000000000000,Del Valle Durazno,393,3450000000000000000,"Del Valle Guayaba, Lata 335 ml, 6 Piezas"
1,7397374,9075640000000000000,14,3800000000000000000,Coca - Cola Light,2922,8420000000000000000,"Coca - Cola Zero, Lata 355 ml, 24 Piezas"
1,1295982,9156460000000000000,177,4710000000000000000,Coca - Cola,1679,6480000000000000000,"Coca - Cola Life, Botella Pet 2.00 L, 8 Piezas"
1,20872894,8891380000000000000,254,8510000000000000000,Coca - Cola,1405,5540000000000000000,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
1,479452,9039260000000000000,2674,879000000000000000,Familia Coca - Cola,3563,2970000000000000000,"Familia Coca - Cola, Paquete Surtido Botella Pet 20.0 L Retornable, 2 Piezas"
1,11022338,9170340000000000000,3161,2840000000000000000,Monster Energy Original,2941,5320000000000000000,"Monster Hamilton Uva, Lata 473 ml, 4 Piezas"
1,22546186,9083000000000000000,1177,3420000000000000000,Topo Chico Agua Mineral,1353,3970000000000000000,"Topo Chico Sangría Light, Botella Pet 600 ml, 6 Piezas"
1,3731351,8993480000000000000,2429,7960000000000000000,Coca - Cola,608,8590000000000000000,"Coca - Cola, Botella Pet 355 ml, 12 Piezas"
1,18224057,8941430000000000000,1152,4010000000000000000,Topo Chico Agua Mineral,4153,9100000000000000000,"Topo Chico Agua Mineral, Botella Vidrio 355 ml, 12 Piezas"
1,10126997,9182650000000000000,2676,3660000000000000000,Familia Coca - Cola,1000,5060000000000000000,"Familia Coca - Cola, Paquete Surtido Botella Pet 3.00 L, 2 Piezas"
1,12600984,8907380000000000000,564,2880000000000000000,Fanta Naranja,3436,6680000000000000000,"Fanta Senzao Guaraná, Botella Pet 600 ml, 6 Piezas"
1,18367236,8834910000000000000,3986,5860000000000000000,Coca - Cola,13,2840000000000000000,"Coca - Cola Light, Botella Vidrio 500 ml, 24 Piezas"
1,10518102,8857860000000000000,1482,4510000000000000000,Sprite Lima Limón,3802,8620000000000000000,"Sprite Sin Azúcar Lima Limón, Botella Pet 2.50 L, 8 Piezas"
1,8479316,9063280000000000000,3294,8630000000000000000,Valle Frut Citrus Punch,3203,6720000000000000000,"Valle Frut Citrus Punch, Botella Pet 3.00 L, 2 Piezas"
1,15731050,9178820000000000000,377,1260000000000000000,Del Valle Manzana,2829,3760000000000000000,"Del Valle Guayaba, Botella Pet 237 ml, 6 Piezas"
1,18732215,9089480000000000000,1317,5960000000000000000,Topo Chico Agua Mineral,1178,3430000000000000000,"Topo Chico Agua Mineral, Botella Pet 1.50 L, 12 Piezas"
1,10033392,9135490000000000000,443,2100000000000000000,Valle Frut Citrus Punch,782,8900000000000000000,"Valle Frut Citrus Punch, Botella Pet 500 ml, 12 Piezas"
1,7204350,8947010000000000000,679,4450000000000000000,Fuze Tea Limón,2929,2820000000000000000,"Fuze Tea Lichi, Botella Pet 600 ml, 6 Piezas"
1,21680086,8973550000000000000,205,6130000000000000000,Sprite Lima Limón,144,5080000000000000000,"Sprite Lima Limón, Botella Pet 2.50 L, 8 Piezas"
1,15116833,9032980000000000000,462,3080000000000000000,Powerade Moras,1529,7690000000000000000,"Powerade Uva, Botella Pet 1.00 L, 6 Piezas"
1,17450418,8935420000000000000,599,1970000000000000000,Del Valle Guayaba,1869,4750000000000000000,"Del Valle Surtida, Lata 335 ml, 6 Piezas"
1,1493227,9095630000000000000,996,3850000000000000000,Santa Clara Leche Deslactosada Semi,994,1020000000000000000,"Santa Clara Leche Entera, Tetra Pack 1.00 L, 6 Piezas"
1,22869074,9215040000000000000,799,8610000000000000000,Coca - Cola,2583,7070000000000000000,"Coca - Cola Zero, Botella Pet 355 ml, 12 Piezas"
1,23533937,9054620000000000000,648,9000000000000000000,Fuze Tea Limón,3487,7370000000000000000,"Fuze Tea Sin Azúcar Durazno, Botella Pet 600 ml, 6 Piezas"
1,2322044,9044290000000000000,3986,5860000000000000000,Coca - Cola,13,2840000000000000000,"Coca - Cola Light, Botella Vidrio 500 ml, 24 Piezas"
1,21251709,9097660000000000000,1177,3420000000000000000,Topo Chico Agua Mineral,1353,3970000000000000000,"Topo Chico Sangría Light, Botella Pet 600 ml, 6 Piezas"
1,11874134,9162050000000000000,2128,3350000000000000000,Valle Frut Citrus Punch,3012,7640000000000000000,"Valle Frut Citrus Punch, Botella Pet 355 ml, 6 Piezas"
1,13641542,9158870000000000000,406,279000000000000000,Coca - Cola,2392,4910000000000000000,"Coca - Cola Light, Botella Pet 1.50 L, 6 Piezas"
1,17885053,8963210000000000000,3912,936000000000000000,Coca - Cola,3919,5360000000000000000,"Coca - Cola Zero, Botella Pet 450 ml, 12 Piezas"
1,13257840,9175180000000000000,8,7510000000000000000,Coca - Cola,173,858000000000000000,"Coca - Cola Light Sin Cafeína, Botella Pet 600 ml, 24 Piezas"
1,14902366,8871660000000000000,2924,4120000000000000000,Coca - Cola,973,5310000000000000000,"Coca - Cola Life, Botella Vidrio 500 ml, 24 Piezas"
1,15466009,8934440000000000000,2,6270000000000000000,Coca - Cola,3599,1990000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 1.50 L, 8 Piezas"
1,7602881,9182100000000000000,3274,7350000000000000000,Coca - Cola,3601,70000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 2.00 L, 8 Piezas"
1,13167418,8938930000000000000,774,3480000000000000000,Sidral Mundet Manzana,4146,9120000000000000000,"Sidral Mundet Manzana, Botella Pet 600 ml, 6 Piezas"
1,19423654,9168650000000000000,406,279000000000000000,Coca - Cola,2392,4910000000000000000,"Coca - Cola Light, Botella Pet 1.50 L, 6 Piezas"
1,6928233,9050740000000000000,818,2030000000000000000,Sprite Lima Limón,3140,3130000000000000000,"Sprite Lima Limón, Botella Pet 1.50 L Retornable, 12 Piezas"
1,4080188,9170850000000000000,464,814000000000000000,Powerade Naranja Mandarina,461,7120000000000000000,"Powerade Lima Limón, Botella Pet 1.00 L, 6 Piezas"
1,9194019,8857660000000000000,547,5910000000000000000,Fresca Toronja,1071,1430000000000000000,"Fresca Toronja, Botella Pet 2.50 L, 6 Piezas"
1,17780078,8958140000000000000,1483,7030000000000000000,Fresca Toronja,145,2220000000000000000,"Fresca Toronja, Botella Pet 2.50 L, 8 Piezas"
1,15267292,8878040000000000000,99,6140000000000000000,Coca - Cola,2819,2320000000000000000,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,18440342,9090770000000000000,802,8360000000000000000,Coca - Cola Light,176,9090000000000000000,"Coca - Cola Light, Botella Pet 1.00 L, 12 Piezas"
1,7645022,9151370000000000000,506,576000000000000000,Coca - Cola,211,7850000000000000000,"Coca - Cola Zero, Botella Pet 2.00 L, 8 Piezas"
1,12474879,9125500000000000000,3919,5360000000000000000,Coca - Cola Zero,1527,7020000000000000000,"Coca - Cola, Botella Pet 600 ml, 12 Piezas"
1,14489980,8976470000000000000,77,3170000000000000000,Coca - Cola,2783,3230000000000000000,"Coca - Cola Zero, Botella Vidrio 500 ml, 12 Piezas"
1,11961662,9141800000000000000,1994,8810000000000000000,Fuze Tea Mango Manzanilla,3487,7370000000000000000,"Fuze Tea Sin Azúcar Durazno, Botella Pet 600 ml, 6 Piezas"
1,3402796,9220790000000000000,2,6270000000000000000,Coca - Cola,3599,1990000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 1.50 L, 8 Piezas"
1,23464200,8898390000000000000,2,6270000000000000000,Coca - Cola,3599,1990000000000000000,"Coca - Cola Sin Azúcar, Botella Pet 1.50 L, 8 Piezas"
1,2057622,9047420000000000000,220,6230000000000000000,Powerade Frutas Rojas,1290,8330000000000000000,"Powerade Mango, Botella Pet 600 ml, 6 Piezas"
1,7616370,8992720000000000000,8,7510000000000000000,Coca - Cola,173,858000000000000000,"Coca - Cola Light Sin Cafeína, Botella Pet 600 ml, 24 Piezas"
1,19440281,9033170000000000000,206,6920000000000000000,Fresca Toronja,76,3040000000000000000,"Fresca Toronja, Botella Pet 2.00 L, 8 Piezas"
1,21336052,9107370000000000000,650,8870000000000000000,Fuze Tea Verde Limón,2291,8280000000000000000,"Fuze Tea Limón, Botella Pet 500 ml, 6 Piezas"
1,8913576,8961100000000000000,1482,4510000000000000000,Sprite Lima Limón,3802,8620000000000000000,"Sprite Sin Azúcar Lima Limón, Botella Pet 2.50 L, 8 Piezas"
1,9917038,9033480000000000000,310,2520000000000000000,Coca - Cola,3402,1090000000000000000,"Coca - Cola, Botella Pet 2.00 L Retornable, 8 Piezas"
1,23071462,8951350000000000000,406,279000000000000000,Coca - Cola,2392,4910000000000000000,"Coca - Cola Light, Botella Pet 1.50 L, 6 Piezas"
1,7513637,9209910000000000000,1428,4770000000000000000,Joya Manzana,1185,1610000000000000000,"Joya Ponche, Botella Pet 500 ml, 12 Piezas"
1,8878542,9080650000000000000,499,4800000000000000000,Del Valle Durazno,389,329000000000000000,"Del Valle Néctar Manzana, Tetra Pack 200 ml, 4 Piezas"
1,6017113,9045380000000000000,99,6140000000000000000,Coca - Cola,2819,2320000000000000000,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,9883381,9108370000000000000,2290,8570000000000000000,Pulpy,2817,4550000000000000000,"Pulpy, Paquete Surtido Botella Pet 400 ml, 6 Piezas"
1,11090783,8992420000000000000,3632,5900000000000000000,Del Valle Fizz Naranja,4114,7910000000000000000,"Del Valle Fizz Limón, Botella Pet 600 ml, 12 Piezas"
1,16326204,8886000000000000000,180,7100000000000000000,Coca - Cola,39,275000000000000000,"Coca - Cola Light, Botella Pet 1.00 L, 12 Piezas"
1,4251982,9023850000000000000,1152,4010000000000000000,Topo Chico Agua Mineral,4153,9100000000000000000,"Topo Chico Agua Mineral, Botella Vidrio 355 ml, 12 Piezas"
1,9579664,9079590000000000000,648,9000000000000000000,Fuze Tea Limón,3487,7370000000000000000,"Fuze Tea Sin Azúcar Durazno, Botella Pet 600 ml, 6 Piezas"
